symbol,date
WBD,2022-12-31
NBGIF,2022-12-31
AKCCF,2022-12-31
ESLOY,2022-12-31
AFISH.OL,2022-12-31
MTEK,2022-12-31
GNS,2022-12-31
IPGGF,2022-12-31
NET,2022-12-31
1204.HK,2022-12-31
RACE,2022-12-31
PAGS,2022-12-31
GLBS,2022-12-31
PUBGY,2022-12-31
CPRO.JK,2022-12-31
MDXH,2022-12-31
PERF,2022-12-31
DUFRY,2022-12-31
MELI,2022-12-31
OTMO,2022-12-31
GLBE,2022-12-31
ILAG,2022-12-31
MAXN,2022-12-31
SNT,2022-12-31
LGRDY,2022-12-31
ESTA,2022-12-31
LYSCF,2023-06-30
EXK,2022-12-31
THL.AX,2022-06-30
BMRRY,2023-03-31
0975.HK,2022-12-31
CPLP,2022-12-31
RIVER.OL,2022-12-31
HKD,2023-04-30
AVHOQ,2020-12-31
6060.SR,2022-12-31
MURGF,2022-12-31
BOUYY,2022-12-31
HRUM.JK,2022-12-31
2448.HK,2022-12-31
3008.SR,2022-12-31
WVE,2022-12-31
AMADY,2022-12-31
WRTBY,2022-12-31
OLLI,2023-01-28
PGDC.V,2021-12-31
HIHO,2023-03-31
IFC.TO,2022-12-31
CSLLY,2023-06-30
IMTX,2022-12-31
SYIEY,2022-12-31
MAT,2022-12-31
CL,2022-12-31
SIG,2023-01-28
SJOVA.IC,2022-12-31
NU,2022-12-31
LIDR,2022-12-31
FVRR,2022-12-31
ACGL,2022-12-31
M8G.DE,2022-12-31
SITIY,2022-12-31
SCMWY,2022-12-31
BAYRY,2022-12-31
XRO.AX,2023-03-31
CRNT,2022-12-31
TLRY,2023-05-31
MNDO,2022-12-31
RNLSY,2022-12-31
HLPPY,2022-12-31
ALFVY,2022-12-31
CHFFY,2022-12-31
CPNG,2023-06-30
EFN.TO,2022-12-31
KONYA.IS,2022-12-31
NCRA,2022-12-31
GLOP-PB,2022-12-31
DRTS,2022-12-31
SHZHY,2022-12-31
EURN,2022-12-31
MCY.AX,2023-06-30
GMS.L,2022-12-31
ZGN,2022-12-31
SBGSY,2022-12-31
TNP,2022-12-31
ALAR,2022-12-31
HENKY,2022-12-31
DELHY,2022-12-31
SDXAY,2023-08-31
SPCB,2022-12-31
PSNY,2022-12-31
ASKH,2018-12-31
LICY,2022-10-31
SCTC,2022-12-31
CODYY,2022-12-31
CIBEY,2022-12-31
PTON,2023-06-30
THLLY,2022-12-31
AGMH,2022-12-31
ACBA,2022-12-31
IESVF,2022-12-31
1320.SR,2022-12-31
NPOF.ME,2021-12-31
ARVL,2021-12-31
MISB.ME,2021-12-31
0OFP.IL,2022-12-31
VLEEY,2022-12-31
NEON,2022-12-31
NGMS,2022-12-31
GCTK,2022-12-31
IFRX,2022-12-31
IESFY,2022-12-31
LBTYA,2022-12-31
CLPHY,2022-12-31
TEAM,2023-06-30
IMPP,2022-12-31
CSTM,2022-12-31
LOW,2023-02-03
ARION-SDB.ST,2022-12-31
ARTO.JK,2022-12-31
PTBRY,2022-12-31
DSX,2022-12-31
BTWN,2022-12-31
DLO,2022-12-31
0N4Y.IL,2023-03-31
UBER,2022-12-31
TKGBY,2022-12-31
SENX.L,2022-12-31
BIOX,2023-06-30
WIZZ.L,2023-03-31
GOOS.TO,2023-03-31
NEOG,2023-05-31
TLTZY,2022-12-31
ARASE.IS,2020-12-31
GFAI,2022-12-31
TELNY,2022-12-31
TIO,2022-12-31
ERMAY,2022-12-31
VEIL.L,2022-12-31
AMD,2022-12-31
SAP.TO,2023-03-31
VIS.IC,2022-12-31
BKR,2022-12-31
RGC,2023-06-30
7204.SR,2022-12-31
SKFRY,2022-12-31
WY,2022-12-31
TARO,2023-03-31
ENGIY,2022-12-31
WSC,2022-12-31
ALSMY,2023-03-31
LEDS,2023-08-31
FTCH,2022-12-31
RQI,2022-12-31
KRFG,2023-03-31
FLOT.ME,2021-12-31
BRNE,2014-12-31
NIND.KW,2022-12-31
ACROUD.ST,2022-12-31
KMI,2022-12-31
GISS.QA,2022-12-31
JGLCF,2022-12-31
SMU.SN,2022-12-31
WLMTF,2022-12-31
CRM,2023-01-31
IBDRY,2022-12-31
TLPFY,2022-12-31
FOJCY,2022-12-31
INVZ,2022-12-31
FESTI.IC,2022-12-31
CXOXF,2022-06-30
SPNS,2022-12-31
ATLCY,2022-12-31
FIXP.IL,2022-12-31
RTGZ.ME,2022-12-31
ARZGY,2022-12-31
BHMU.L,2022-12-31
SNLAY,2022-06-30
SMWB,2022-12-31
AKBTY,2022-12-31
DCFC,2023-06-30
ARMX.AE,2022-12-31
STKH,2022-12-31
SPOT,2022-12-31
VBLT,2022-12-31
ACIU,2022-12-31
SPNT,2022-12-31
GIGM,2022-12-31
AAGIY,2022-12-31
F,2022-12-31
HYMTF,2022-12-31
MURGY,2022-12-31
CRSP,2022-12-31
PXS,2022-12-31
MLEC,2022-06-30
GRFX,2022-12-31
ECN.TO,2022-12-31
0A0H.IL,2022-12-31
QGMD.QA,2022-12-31
JCSE,2022-12-31
PRNDY,2022-06-30
CNTG,2022-12-31
UNITEDPOLY.NS,2023-03-31
TEKKU,2021-12-31
4599.T,2023-07-31
688122.SS,2022-12-31
NOBLE-R.BK,2022-12-31
LMSMF,2018-03-31
1069.HK,2022-06-30
004170.KS,2022-12-31
CAPLIPOINT.NS,2023-03-31
MAJESCO.NS,2021-03-31
ALBBY,2023-03-31
KAVVERITEL.NS,2023-03-31
4205.T,2023-03-31
6162.HK,2022-12-31
200016.SZ,2022-12-31
IXI.L,2022-09-30
RVLCF,2022-12-31
TPCFF,2022-08-31
ALAMG.PA,2021-12-31
1010.HK,2022-12-31
600756.SS,2022-12-31
0M1R.L,2022-12-31
DCIK.F,2011-12-31
VLOWY,2022-12-31
HPMM,2018-11-30
7819.T,2022-09-30
CARYSIL.NS,2023-03-31
3199.T,2023-03-31
EQMEF,2022-08-31
VISESHINFO.NS,2023-03-31
003005.SZ,2022-12-31
600736.SS,2022-12-31
CIO-PA,2022-12-31
SBB-B.ST,2022-12-31
L1M.AX,2023-06-30
IFABF,2022-09-30
300773.SZ,2022-12-31
TMB.AX,2022-06-30
SPEL.PA,2022-12-31
SASOF,2022-06-30
REM.AX,2022-06-30
CHWRF,2022-12-31
4439.T,2023-08-31
CDXC,2022-12-31
MSPC,2015-12-31
PITTIENG.NS,2023-03-31
EXAC.PA,2020-12-31
TRMNF,2021-03-31
AGAC-UN,2021-12-31
9861.T,2023-02-28
POND.V,2022-12-31
MCP.DE,2022-03-31
RICY.JK,2022-12-31
MFB.NZ,2023-03-31
MOG-B,2023-09-30
FTEV,2021-12-31
605365.SS,2022-12-31
7035.T,2022-08-31
VNE-SDB.ST,2021-12-31
HMC.CN,2023-02-28
TRP-PD.TO,2022-12-31
ECGI,2015-08-31
INTEK.AT,2021-12-31
EAH.WA,2021-12-31
12DA.DE,2023-01-31
CHEF,2022-12-30
1146.HK,2022-12-31
ALGLD.PA,2022-12-31
UVE,2022-12-31
LIN.DE,2022-12-31
GBCS,2022-12-31
2727.HK,2022-12-31
ISB.JO,2023-02-28
EBKDY,2022-12-31
BFS-PD,2022-12-31
MRETF,2022-12-31
0N9V.L,2022-12-31
BRLIW,2022-12-31
NES,2020-12-31
0670.HK,2022-12-31
601939.SS,2022-12-31
IHICY,2023-03-31
SPDI.L,2022-12-31
0OCD.L,2022-12-31
YZCHF,2022-12-31
MING.OL,2022-12-31
ORI,2022-12-31
HELE,2023-02-28
002323.SZ,2022-12-31
AXDDF,2022-12-31
002073.SZ,2022-12-31
AFHL.TA,2022-12-31
603721.SS,2022-12-31
POD.AX,2023-06-30
6539.T,2023-03-31
0619.HK,2022-12-31
688659.SS,2022-12-31
K2F.AX,2023-06-30
3593.T,2023-03-31
ETY.DE,2022-12-31
600262.SS,2022-12-31
AIR.NZ,2023-06-30
ANGI,2022-12-31
000929.SZ,2022-12-31
UNIT.TA,2022-12-31
AUHIF,2022-12-31
FMIV,2022-12-31
3035.TW,2022-12-31
300607.SZ,2022-12-31
TTST.IL,2023-03-31
ORNBV.HE,2022-12-31
MAQ.AX,2023-06-30
MEAC,2022-12-31
MILK.CN,2022-12-31
NEWR,2023-03-31
300274.SZ,2022-12-31
TOP-R.BK,2022-12-31
WTMA,2022-12-31
002671.SZ,2022-12-31
W.BK,2022-12-31
EOLU-B.ST,2022-12-31
MSTR,2022-12-31
9532.SR,2022-12-31
002213.SZ,2022-12-31
PHASQ,2021-12-31
DGA.WA,2022-12-31
UAI.L,2021-03-31
KFSYF,2022-12-31
AMR.BK,2022-12-31
