symbol,date
ELTK,2023-06-30
PNC,2023-06-30
CEE,2023-04-30
CHNR,2023-02-28
IFRX,2023-06-30
AGESY,2023-06-30
HSNGY,2023-06-30
GNGBY,2023-06-30
SVNLY,2023-06-30
RYR.V,2023-03-31
NRDBY,2023-06-30
IDHC.L,2023-06-30
SNLAY,2022-12-31
BLP.L,2022-10-31
SCTC,2023-06-30
QNCD.QA,2023-06-30
GEM.L,2022-12-31
SCMWY,2023-06-30
2223.SR,2023-03-31
1832.SR,2023-06-30
DHBK.QA,2023-06-30
KRNT,2023-06-30
ARMX.AE,2023-06-30
WBD,2023-06-30
MYSZ,2023-06-30
HSBK.IL,2023-03-31
NTOIY,2023-06-30
HDELY,2023-06-30
AMZN,2023-06-30
GRLA.CO,2023-06-30
WBX,2023-03-31
AKO-B,2023-06-30
BTWN,2023-06-30
DBOEY,2023-06-30
COPEC.SN,2022-12-31
OGC.TO,2023-06-30
2448.HK,2022-12-31
KMI,2023-06-30
WSC,2023-06-30
LICY,2023-06-30
PSHG,2023-06-30
0A0H.IL,2023-06-30
NGMS,2023-06-30
EXK,2023-06-30
GMDA,2023-06-30
SASA.IS,2023-06-30
SEPL.L,2023-06-30
UIE.CO,2023-06-30
SBER.IL,2023-03-31
2190.SR,2023-06-30
RVSN,2023-06-30
1150.SR,2023-06-30
BMR,2023-06-30
WKME,2023-06-30
BDRFY,2023-06-30
MDXH,2023-06-30
ARVL,2022-12-31
BOSC,2023-06-30
WY,2023-06-30
ACIU,2023-06-30
NOVA.IC,2023-06-30
ASPS,2023-06-30
0422.HK,2022-12-31
RDCM,2023-06-30
MAREL.IC,2023-06-30
ANIOY,2023-06-30
SWVL,2022-12-31
CSIQ,2023-06-30
MBGYY,2023-06-30
FREY,2023-06-30
BDWBY,2022-12-31
SUHJY,2023-06-30
PTAIY,2023-06-30
GCHOY,2023-06-30
BLX,2023-06-30
TWNK,2023-06-30
ESLT,2023-06-30
AN,2023-06-30
CYBR,2023-06-30
PPRUY,2022-12-31
RIG,2023-06-30
ENELAM.SN,2023-06-30
TDH.JO,2023-02-28
1320.SR,2023-06-30
SBGSY,2023-06-30
CHEK,2023-06-30
LGRDY,2023-06-30
PLTK,2023-06-30
TCAP.L,2023-06-30
HENOY,2023-06-30
MIGI,2023-06-30
MAR,2023-06-30
BMWYY,2023-06-30
BYFM.CN,2023-04-30
BVNKF,2023-06-30
ALAR,2023-03-31
BHMU.L,2022-12-31
PUTKY,2023-06-30
TEL,2023-09-29
VHT.AX,2023-03-31
WYNMY,2023-06-30
ROIV,2023-06-30
OSSR.CO,2023-06-30
ATM.L,2023-02-28
PAAS,2023-06-30
VEIL.L,2022-12-31
IDEXY,2023-07-31
AG,2023-06-30
CCEP,2023-06-30
NRSDY,2023-06-30
KONYA.IS,2022-12-31
TELNY,2023-06-30
ERF,2023-06-30
NEON,2023-06-30
ZIM,2023-06-30
PERF,2023-06-30
NGEX.V,2023-06-30
DOHI.QA,2023-03-31
GCP.L,2023-03-31
ASAI,2023-06-30
LIDR,2023-06-30
ESLOY,2022-12-31
BNRG,2023-06-30
KRR.TO,2023-06-30
1211.SR,2023-06-30
IFNNY,2023-09-30
CB,2023-06-30
AGBA,2023-06-30
QNBK.QA,2023-06-30
ODD,2023-06-30
VONOY,2023-06-30
FCSS.L,2023-03-31
ALBHF,2023-03-31
1180.SR,2023-06-30
SAP.TO,2023-06-30
LSXMK,2023-06-30
ADDYY,2023-06-30
CEE.TO,2023-06-30
ASELS.IS,2023-06-30
SPNS,2023-06-30
SHEL,2023-06-30
DTEGY,2023-06-30
CRM.BA,2023-04-30
LSCC,2023-07-01
MAT,2023-06-30
NYCB,2023-06-30
MELI,2023-06-30
SPKKY,2023-06-30
EURN,2023-06-30
STN.TO,2023-06-30
ELUXY,2023-06-30
HNHPF,2023-06-30
WDS,2023-06-30
CPB,2023-07-30
PRD.L,2022-12-31
TROO,2023-04-11
TKAT,2023-06-30
PETB.L,2023-06-30
CZOO,2023-06-30
ACE.NZ,2023-03-31
FQT.VI,2023-06-30
ALMDP.PA,2023-06-30
LGP.AX,2023-03-31
BTUMF,2023-01-31
BAS.BR,2022-08-31
IFCN.SW,2023-06-30
FLRE,2012-08-31
BLG.AX,2023-06-30
PZQA.IR,2022-06-30
BIAF,2023-09-30
GOLDENTOBC.NS,2021-12-31
PRY.MI,2023-09-30
RGL.NS,2023-09-30
1146.HK,2023-06-30
4613.T,2023-09-30
UBAAF,2023-06-30
DNM.L,2023-06-30
688626.SS,2023-09-30
SECURE.BK,2023-09-30
NXR.DE,2022-12-31
AGIN,2015-12-31
688081.SS,2023-09-30
DPSM,2021-03-31
1275.HK,2021-06-30
AFPR.TA,2023-06-30
DNLI,2023-09-30
ELO.V,2022-12-31
MIX.L,2023-06-30
TNET,2023-09-30
CLINE-B.ST,2023-06-30
JBLU,2023-09-30
6875.T,2023-09-30
MGHCF,2023-03-31
000831.SZ,2023-09-30
PYC.L,2023-06-30
AGLE,2023-09-30
600938.SS,2022-12-31
INL.JO,2023-03-31
N3IA.F,2023-06-30
FMFP,2012-12-31
BSGR.AS,2023-06-30
300601.SZ,2023-09-30
ICA.ST,2021-12-31
GDSTU,2023-09-30
GHRS,2023-09-30
MD.V,2023-03-31
NBVA.V,2023-07-31
ALT.AX,2022-06-30
BRIL.TA,2023-06-30
688020.SS,2023-09-30
USL.AX,2022-06-30
OCSL,2023-09-30
IAU.TO,2023-09-30
BCGE.SW,2023-06-30
IFISH.OL,2023-09-30
CE.ST,2023-09-30
CDCTF,2023-09-30
AYRO,2023-09-30
0JX5.L,2023-09-30
1YD.DE,2023-07-31
GAU,2023-09-30
000951.SZ,2023-09-30
2359.T,2023-09-30
002079.SZ,2023-09-30
7282.T,2023-09-30
2871.T,2023-09-30
CKI.TO,2023-09-30
DINO,2023-09-30
002486.SZ,2023-09-30
TEX,2023-09-30
004090.KS,2023-09-30
OCO.V,2023-08-31
ASB-PF,2023-09-30
ARIC.V,2023-03-31
1435.TW,2023-09-30
CIVIL.BK,2023-09-30
1495.HK,2023-06-30
DEVOY,2022-06-30
WSI.NS,2023-09-30
4485.T,2023-09-30
ICIL.NS,2023-09-30
2458.HK,2023-06-30
BOIRF,2022-06-30
2370.SR,2023-09-30
8349.T,2023-09-30
MCBK,2018-12-31
2003.HK,2023-06-30
SOL.CN,2023-02-28
4839.T,2023-09-30
ARGGY,2023-06-30
MUD.BK,2023-09-30
2493.TW,2023-09-30
RTPPF,2022-12-31
ASLEW,2023-09-30
7613.T,2023-09-30
COSA.CN,2023-07-31
NTO.AX,2022-12-31
DQ7A.IR,2023-02-28
EQMEF,2023-05-31
9555.SR,2023-06-30
300512.SZ,2023-03-31
603559.SS,2023-09-30
GPT.AX,2022-12-31
KHAITANLTD.NS,2023-09-30
TGIF.CN,2023-04-30
6451.TW,2023-09-30
MC.BK,2023-06-30
FLMMF,2023-06-30
SO4.AX,2021-06-30
9081.T,2023-09-30
SCT.AX,2023-06-30
EGIEY,2023-09-30
8928.T,2023-09-30
3638.HK,2023-03-31
002549.SZ,2023-09-30
002324.SZ,2023-09-30
LZB,2023-07-29
BC,2023-09-30
UHID,2023-09-30
CBBHF,2022-06-30
QLI,2023-03-31
CWSFF,2023-07-31
R35.F,2023-09-30
6666.HK,2023-06-30
3676.T,2023-09-30
L4L.JO,2021-08-31
1407.HK,2023-06-30
SENAJ.BK,2023-03-31
EGOC,2008-09-30
FLJ,2023-03-31
300971.SZ,2023-03-31
DNR.MI,2023-06-30
301132.SZ,2023-06-30
4044.T,2023-09-30
OXACU,2023-09-30
8713.T,2023-09-30
AB.PA,2023-06-30
LYSDY,2023-06-30
ELLRY,2023-06-30
HRN.L,2023-03-31
3462.T,2022-12-31
FSTTF,2023-04-30
GLPEY,2023-09-30
4054.T,2023-09-30
6216.TW,2023-09-30
0235.HK,2023-06-30
BWA,2023-09-30
3513.T,2023-09-30
000145.KS,2023-09-30
ALJJ,2022-06-30
NYMX,2023-06-30
600033.SS,2023-09-30
SGC,2023-09-30
600258.SS,2023-09-30
CCO.TO,2023-09-30
600707.SS,2023-09-30
ALMGI.PA,2023-06-30
MODTX.ST,2023-09-30
KAR.AX,2023-06-30
RNT.AX,2023-06-30
300940.SZ,2023-03-31
HLI,2023-09-30
CINR,2021-12-31
PSAC,2021-06-30
IQMD,2022-12-31
DYCL.NS,2023-09-30
N1H.AX,2023-06-30
NGX.AX,2022-06-30
1141.HK,2023-06-30
KRISHANA.NS,2023-09-30
BBN.AX,2023-06-30
CMXHF,2023-06-30
NTTDF,2023-09-30
603110.SS,2023-09-30
BOUYF,2023-06-30
UKOG.L,2023-03-31
688408.SS,2023-09-30
KSSH,2023-06-30
SONO,2023-09-30
DICE,2023-06-30
MBIN,2023-09-30
