symbol,date
WLDS,2022-12-31
GCHOY,2022-12-31
ABCL,2022-12-31
OGC.TO,2022-12-31
4260.SR,2022-12-31
PTON,2023-06-30
REITIR.IC,2022-12-31
PPRUY,2022-12-31
SLGL,2022-12-31
TBIRD.AS,2022-12-31
WLMTF,2022-12-31
AIZ.AX,2023-06-30
ARVL,2021-12-31
SGML,2022-12-31
HOEGF,2022-12-31
FLOT.ME,2021-12-31
TRP.TO,2022-12-31
SAP.TO,2023-03-31
PSNY,2022-12-31
VEOEY,2022-12-31
PRE,2022-12-31
EIK.IC,2022-12-31
NLSP,2022-12-31
0QDX.IL,2022-12-31
PLTK,2022-12-31
NBGIF,2022-12-31
EMG.L,2022-12-31
MURGY,2022-12-31
NEOG,2023-05-31
BAYRY,2022-12-31
SGHC,2022-12-31
THLLY,2022-12-31
HESAY,2022-12-31
GCTK,2022-12-31
0FS8.L,2022-12-31
MISB.ME,2021-12-31
WY,2022-12-31
2010.SR,2022-12-31
AI,2023-04-30
ATM.L,2023-02-28
0A0H.IL,2022-12-31
QRC.TO,2022-08-31
WDS,2022-12-31
900140.KS,2022-12-31
CL,2022-12-31
1341.TW,2022-12-31
ASPS,2022-12-31
2310.SR,2022-12-31
GNNDY,2022-12-31
CLVT,2022-12-31
IONR,2022-06-30
4010.SR,2022-12-31
VWAGY,2022-12-31
AFMD,2022-12-31
SM,2022-12-31
CZMWY,2022-09-30
HPE,2022-10-31
6060.SR,2022-12-31
KLR,2022-12-31
NCM.TO,2023-06-30
ARCO,2022-12-31
ENLT,2021-12-31
PSHG,2022-12-31
ICE,2022-12-31
GMDA,2022-12-31
SVNLY,2022-12-31
SSREY,2022-12-31
CABGY,2022-12-31
APCA,2022-12-31
PHXM,2022-12-31
STVN,2022-12-31
TCAP.L,2022-12-31
SBGSY,2022-12-31
GLOB,2022-12-31
PPBT,2022-12-31
TKAT,2022-12-31
SHECY,2023-03-31
PRTH,2022-12-31
YARIY,2022-12-31
DSFGY,2022-12-31
ARMX.AE,2022-12-31
ODD,2022-12-31
DLNG,2022-12-31
RVSN,2022-12-31
CLLNY,2022-12-31
BMR,2022-12-31
CMTOY,2022-12-31
ESLOY,2022-12-31
PTBRY,2022-12-31
NHTC,2022-12-31
PRME,2022-12-31
FLEX,2023-03-31
POAHY,2022-12-31
PMTYF,2022-12-31
EVO.AX,2022-12-31
GOFPY,2021-12-31
ATLCY,2022-12-31
SHW,2022-12-31
WMT,2023-01-31
GTK.AX,2022-09-30
SNLAY,2022-06-30
LSXMK,2022-12-31
GNGBY,2022-12-31
TIG.AX,2022-12-31
1150.SR,2022-12-31
QGTS.QA,2022-12-31
CIBEY,2022-12-31
QFBQ.QA,2022-12-31
SMX,2022-12-31
FBU.AX,2023-06-30
RWLK,2022-12-31
DU.AE,2022-12-31
ESPGY,2022-12-31
TKIM.JK,2022-12-31
SHG.L,2022-12-31
IOBT,2022-12-31
EURN,2022-12-31
FNV.TO,2022-12-31
F,2022-12-31
MTEK,2022-12-31
KRNT,2022-12-31
HDELY,2022-12-31
CSTM,2022-12-31
HVPE.L,2023-01-31
DRTS,2022-12-31
IAM.SN,2022-12-31
BMWYY,2022-12-31
KONYA.IS,2022-12-31
RDCM,2022-12-31
BFL.AX,2022-12-31
IFC.TO,2022-12-31
XP,2022-12-31
BBAR,2022-12-31
HYMTF,2022-12-31
ATAI,2022-12-31
PETB.L,2022-12-31
SEDG,2022-12-31
HAMP.IC,2022-12-31
NRSDY,2022-12-31
KRR.TO,2022-12-31
UELKY,2022-12-31
TJX,2023-01-28
GMBL,2022-06-30
SJOVA.IC,2022-12-31
IESVF,2022-12-31
D,2022-12-31
SWRAY,2022-12-31
DFM.AE,2022-12-31
LTMAY,2022-12-31
BOIVF,2022-12-31
EPOKY,2022-12-31
PRFX,2022-12-31
YRSB.ME,2022-12-31
GRFX,2022-12-31
GNTX,2022-12-31
KRFG,2023-03-31
CTL.L,2022-12-31
LNVGY,2023-03-31
MYSZ,2022-12-31
NSRGY,2022-12-31
CEVA,2022-12-31
ARION-SDB.ST,2022-12-31
GNS,2022-12-31
PPERY,2022-12-31
FALABELLA.SN,2022-12-31
KIDZ.V,2022-12-31
SAFRY,2022-12-31
ESLT,2022-12-31
ALLT,2022-12-31
MSA.TO,2022-12-31
TARO,2023-03-31
ANFIF,2019-03-31
SASA.IS,2022-12-31
PGEJF,2022-12-31
KAMBI.ST,2022-12-31
VLN,2022-12-31
USEA,2022-12-31
IDHC.L,2022-12-31
TGLS,2022-12-31
CRRFY,2022-12-31
SIMINN.IC,2022-12-31
NVNXF,2022-06-30
SFTBY,2023-03-31
7204.SR,2022-12-31
FOJCY,2022-12-31
TMR.WA,2022-10-31
DTEGY,2022-12-31
AMBP,2022-12-31
HENOY,2022-12-31
BRQS,2022-12-31
CHP.JO,2022-06-30
VCISY,2022-12-31
RC2.L,2022-12-31
TOMDF,2021-12-31
ASMVY,2022-12-31
ENELAM.SN,2022-12-31
CRGO,2022-12-31
DHBK.QA,2022-12-31
UPMMY,2022-12-31
TDF,2022-12-31
SHIP.L,2022-06-30
NGEX.V,2022-12-31
DEWA.JK,2022-12-31
OTMO,2022-12-31
CEE,2022-10-31
QEWS.QA,2022-12-31
CIM-PD,2022-12-31
MAXN,2022-12-31
UMEWF,2022-09-30
QGMD.QA,2022-12-31
MIL.L,2022-09-30
QIIK.QA,2022-12-31
FRHC,2023-03-31
OCG,2022-12-31
SILC,2022-12-31
IESFY,2022-12-31
SBLK,2022-12-31
GSM,2022-12-31
ICL,2022-12-31
HKXCY,2022-12-31
ERES.QA,2022-12-31
MAT,2022-12-31
NET,2022-12-31
SMCAY,2023-03-31
0A0L.IL,2023-04-30
IMTX,2022-12-31
TROO,2022-12-31
VONOY,2022-12-31
SHLLF,2022-12-31
VLVLY,2022-12-31
